非洲	Африка
胡椒薄荷	Мята перечная
義勇軍進行曲	Гимн Китайской Народной Республики
劍蘭	Гладиолус
AK-74	АК74
新義州	Синыйджу (город)
拍節機	Метроном
數理物理學	Математическая физика
庫拉河	Кура
昂希·卡鐵耶－布希崇	Картье-Брессон, Анри
民族自決	Право на самоопределение
狗仔隊	Папарацци
紅花	Сафлор красильный
廚師	Повар
地下渠	Канализация
⽾	Лэйбу
檳榔	Бетелевая пальма
簕杜鵑	Бугенвиллея
等邊三角形	Правильный треугольник
⾆	Ключ 135
大正天皇	Император Тайсё
聯合利華	Unilever
時代週報	Die Zeit
少將	Генерал-майор
債主	Кредитор
貴利	Ростовщичество
企堂	Официант
英倫航空	Bmi
⾍	Чунбу
⾎	Сюэбу (люхуа)
班禪喇嘛	Панчен-лама
金州勇士	Голден Стэйт Уорриорз
欠債人	Должник
雜	Субпродукты
紫露草屬	Традесканция
訂婚	Обручение
甲型肝炎	Гепатит А
油尖旺區	Яучимвон
水錦花	Гибискус сирийский
梅	Абрикос японский
亞洲盃	Кубок Азии по футболу
夏枯草	Черноголовка обыкновенная
老鼠鬚 (草)	Живучка
林柿	Хурма восточная
樟	Камфорное дерево
貓女	Женщина-кошка
裴莉言嘉	Чопра, Приянка
石竹	Гвоздика садовая
狐尾藻	Уруть мутовчатая
水蔥	Схеноплектус Табернемонтана
乾電	Постоянный ток
中學	Среднее образование
霉菌	Плесневые грибы
.cs	.cs
獨角鯨	Нарвал
楊桃	Карамбола
坦克殺手	Панцершрек
大紅花	Гибискус китайский
李連杰	Ли, Джет
Christian Dior	Диор, Кристиан
青光眼	Глаукома
聖安東尼奧馬刺	Сан-Антонио Спёрс
重子	Барион
利揚省	Ленстер
奶泡咖啡	Капучино
米雪菲花	Пфайффер, Мишель
公元	От Рождества Христова
白犀牛	Белый носорог
日俄戰爭	Русско-японская война
孖生	Близнецы
四面體	Тетраэдр
父輩之地 (威爾斯國歌)	Гимн Уэльса
皇上無話兒	Король говорит!
禾稈草	Солома
子宮頸癌	Рак шейки матки
眼翕毛	Ресница
Rock am Ring	Rock am Ring
綠薄荷	Мята колосистая
艾未未	Ай Вэйвэй
經紀	Маклер
玉簪花	Тубероза
華為技術	Huawei
H5N1	H5N1
謀反	Государственная измена
麪包鋪	Пекарь
親衛隊第2師	2-я танковая дивизия СС «Дас Райх»
原子筆	Шариковая ручка
屁	Метеоризм
基斯普	Креспо, Эрнан
大都會藝術博物館	Метрополитен-музей
洛克菲勒	Рокфеллер, Джон Дэвисон
施漢諾	Нородом Сианук
路軌	Железнодорожный путь
佐賀縣	Сага (префектура)
鈕	Пуговица
草鷺	Рыжая цапля
蝴蝶脆餅	Брецель
鬼火	Блуждающие огни
野薄荷	Мята полевая
梳士巴利	Солсбери (Англия)
李安	Ли, Энг
美杜莎	Горгона Медуза
德島縣	Токусима (префектура)
角色扮演遊戲	Ролевая игра
修道院	Аббатство
雀巢	Nestlé
東條英機	Тодзио, Хидэки
.sx	.sx
椴樹下大街	Унтер-ден-Линден
Ruby程式語言	Ruby
大衞施華	Сильва, Давид
螺絲批	Отвёртка
菱角	Чилим плавающий
蘆竹	Арундо тростниковый
密碼	Пароль
福島市	Фукусима (город)
顏料	Пигмент
Mäläs Zenawi Äsräs	Мелес Зенауи
狗尾粟	Могар
水薄荷	Мята водная
普利薄荷	Мята болотная
磁力共振造影	Магнитно-резонансная томография
前0年代	0-е годы до н. э.
侯斯頓火箭	Хьюстон Рокетс
翼	Птичье крыло
環球小姐	Мисс Вселенная
信用咭	Кредитная карта
A型H1N1流行性感冒病毒	H1N1
Animax	Animax
香川縣	Кагава (префектура)
面譜	Маска
馬斯查蘭奴	Маскерано, Хавьер
日本人	Японцы
鼬瓣花屬	Пикульник
T.A.T.u.	Тату (группа)
壓水草	Рдест
逗號	Запятая
亞氏保加症	Синдром Аспергера
帝王企鵝	Императорский пингвин
禮德·希些達	Хешедаль, Райдер
曲綫	Кривая
保羅亞倫	Аллен, Пол
尤西比奧	Эйсебио
摩西五經	Пятикнижие
滿天星	Качим метельчатый
中間層	Мезосфера
楝樹	Мелия ацедарах
英雄	Герой
中華人民共和國航天計劃	Космическая программа Китая
布拉格之春	Пражская весна
蘇爾特	Сирт
皮奧連	Пьолин, Седрик
葡萄醣解	Гликолиз
德州 (山東)	Дэчжоу
圖章	Удостоверяющая печать
牡丹	Пион древовидный
人造花	Искусственные цветы
五焙子	Сумах китайский
桑妮雅甘地	Ганди, Соня
俾路支省	Белуджистан (Пакистан)
特斯拉 (單位)	Тесла (единица измерения)
亨利 (單位)	Генри (единица измерения)
地毡	Ковёр
愛爾蘭共和國男子足球代表隊	Сборная Ирландии по футболу
祿兀	Ангкор
Counter-Strike	Counter-Strike
滴滴涕	ДДТ (инсектицид)
蝮蛇科	Гадюковые
連拿	Рейна, Хосе Мануэль
祖國保衛者日	День защитника Отечества
非牟利組織	Некоммерческая организация
中世紀音樂	Музыка Средневековья
奧克蘭聖伯多祿中學	Колледж Святого Петра (Окленд)
富豪集團	Volvo
雅科夫·約瑟福維奇·朱加什維利	Джугашвили, Яков Иосифович
矽谷	Силиконовая долина
壞血病	Цинга
復活蛋	Пасхальное яйцо
集體談判權	Коллективный договор
第三國際	Коммунистический интернационал
雲達華治	Ван дер Варт, Рафаэл
天安門廣場	Площадь Тяньаньмэнь
川崎	Кавасаки (город)
帕帕季莫斯	Пападимос, Лукас
經驗	Опытное знание
丘達新	Чиннават, Таксин
電容	Электрическая ёмкость
石綠	Малахит
左派	Левые (политика)
咖喱	Карри (блюдо)
100%	100%
倫敦大火	Великий лондонский пожар
華爾街日報	The Wall Street Journal
Q熱	Ку-лихорадка
朝代	Династия
苦海孤雛	Приключения Оливера Твиста
溫室	Теплица
羅漢松	Подокарп крупнолистный
發嬲雀	Angry Birds
爆穀	Попкорн
馬科	Лошадиные
蓮姜國際機場	Далат Льенкхыонг (аэропорт)
大白菜	Пекинская капуста
甜菜	Свёкла обыкновенная
Avenged Sevenfold	Avenged Sevenfold
黍米	Просо обыкновенное
辣椒	Красный перец
金泳三	Ким Ён Сам
100年代	100-е годы
羅拔唐尼	Дауни, Роберт (младший)
前100年代	100-е годы до н. э.
柿樹屬	Хурма
三國 (朝鮮)	Три корейских государства
南瓜	Тыква (плод)
魚雷	Торпеда
紅菜頭	Свёкла (корнеплод)
筆	Ручка (канцелярия)
Jimmy Page	Пейдж, Джимми
寶貝歷險記	101 далматинец (мультфильм)
塵	Пыль
星球大戰前傳：魅影危機	Звёздные войны. Эпизод I: Скрытая угроза
金句	Афоризм
英國徽	Герб Великобритании
102斑點狗	102 далматинца
浪	Ветровые волны
英國皇家空軍	Королевские военно-воздушные силы Великобритании
三稜鏡	Призма (оптика)
反射	Отражение (физика)
華盛頓郵報	The Washington Post
安培計	Амперметр
魚板	Камабоко
感染	Инфекция
感歎號	Восклицательный знак
加州火車	Caltrain
番石榴	Гуайява
放大鏡	Лупа
范德華半徑	Радиус Ван-дер-Ваальса
三原色	Основные цвета
嘉義縣	Цзяи (уезд)
約翰米基爾	Микел, Джон Оби
汽油彈	Коктейль Молотова
中指	Средний палец
國家地理雜誌	Национальное географическое общество
胺	Амины
賓特拿	Бентнер, Никлас
砵崙拓荒者	Портленд Трэйл Блэйзерс
嘜頭	Товарный знак
蘋菓酒	Сидр
二元論	Дуализм
利他主義	Альтруизм
溫室氣體	Парниковые газы
亞歷山大丹尼士	Alexander Dennis
千足蟲	Двупарноногие
網民	Сетянин
桃姐	Простая жизнь
烏桕天蠶蛾	Павлиноглазка атлас
