Africa	Африка
Yoakum Comitatus	Йоакум (округ, Техас)
Runnels Comitatus	Раннелс (округ, Техас)
Wood Comitatus (Texia)	Вуд (округ, Техас)
Picaria	Печ (город, Косово)
Jack Comitatus	Джек (округ, Техас)
Williamson Comitatus (Texia)	Уильямсон (округ, Техас)
Rains Comitatus	Рэйнс (округ, Техас)
Hartley Comitatus	Хартли (округ, Техас)
Haskell Comitatus (Texia)	Хаскелл (округ, Техас)
Lamb Comitatus	Лэмб (округ, Техас)
Henderson Comitatus (Texia)	Хендерсон (округ, Техас)
Tishomingo Comitatus	Тишоминго (округ, Миссисипи)
Washakie Comitatus	Уошэки (округ, Вайоминг)
Brønnøy	Брённёй
Pope Comitatus (Illinoesia)	Поуп (округ, Иллинойс)
Swisher Comitatus	Суишер (округ, Техас)
Banteln	Бантельн
Alcona Comitatus	Алкона (округ, Мичиган)
Colquitt Comitatus	Колкуитт (округ, Джорджия)
Dodge Comitatus (Minnesota)	Додж (округ, Миннесота)
Peoria Comitatus	Пеория (округ, Иллинойс)
Titus Comitatus	Тайтус (округ, Техас)
Madison Comitatus (Texia)	Мэдисон (округ, Техас)
San Patricio Comitatus	Сан-Патрисио (округ, Техас)
Henry Comitatus (Ohium)	Генри (округ, Огайо)
Franklin Comitatus (Ohium)	Франклин (округ, Огайо)
Big Stone Comitatus	Биг-Стон (округ, Миннесота)
Senargent-Mignafans	Сенаржан-Миньяфан
Carver Comitatus	Карвер (округ, Миннесота)
Franciscus Antoine	Антуан, Франц
Potter Comitatus (Texia)	Поттер (округ, Техас)
Lamar Comitatus (Texia)	Ламар (округ, Техас)
Belfahy	Бельфаи
Crow Wing Comitatus	Кроу-Уинг (округ, Миннесота)
Carlton Comitatus	Карлтон (округ, Миннесота)
Polk Comitatus (Texia)	Полк (округ, Техас)
Tom Green Comitatus	Том-Грин (округ, Техас)
Terpander	Терпандр
Vågå	Вого
Ius digitale	Цифровые права
Ringsaker	Рингсакер
Fitjar	Фитьяр
Ballangen	Балланген
Fretigney-et-Velloreille	Фретинье-э-Веллорей
Carolus Antonius Coypel	Куапель, Шарль Антуан
Ål	Ол (коммуна)
Bømlo	Бёмлу
Barbara O'Neil	О’Нил, Барбара
Førde	Фёрде (Норвегия)
Thomas Neuwirth	Кончита Вурст
Oppdal	Оппдал
Rømskog	Рёмскуг
Idrissa Ouédraogo	Уэдраого, Идрисса
Jondal	Йондал
Nesseby	Нессебю
Lindås	Линнос
Måsøy	Мосёй
Andøy	Аннёй
Høyanger	Хёйангер
Gamvik	Гамвик
Eidsberg	Эйдсберг
Universitas Casanensis	Казанский университет
Wayne Comitatus (Illinoesia)	Уэйн (округ, Иллинойс)
Van Zandt Comitatus	Ван-Занд (округ, Техас)
Johnson Comitatus (Texia)	Джонсон (округ, Техас)
Throckmorton Comitatus	Трокмортон (округ, Техас)
Publius Valerius Comazon Eutychianus	Публий Валерий Комазон Евтихиан
Terry Comitatus	Терри (округ, Техас)
Clinton Comitatus (Ohium)	Клинтон (округ, Огайо)
Stonewall Comitatus	Стоунуолл (округ, Техас)
Lampasas Comitatus	Лампасас (округ, Техас)
Michael d'Escoto Brockmann	Д’Эското Брокман, Мигель
Upton Comitatus	Аптон (округ, Техас)
Mauricius Duplessis	Дюплесси, Морис
Presidio Comitatus	Пресидио (округ, Техас)
Maverick Comitatus	Мэверик (округ, Техас)
Mézilhac	Мезийак
Nolan Comitatus	Нолан (округ, Техас)
Live Oak Comitatus	Лайв-Оак (округ, Техас)
Ingenuus	Ингенуй
Jaltenco	Хальтенко
Callicrates	Калликрат (архитектор)
Hot Springs Comitatus	Хот-Спрингс (округ, Вайоминг)
Jefferson Comitatus (Ohium)	Джефферсон (округ, Огайо)
Violeta Barrios de Chamorro	Барриос де Чаморро, Виолета
Franciscus de Gregori	Де Грегори, Франческо
Barbara Prammer	Праммер, Барбара
Ward Comitatus (Texia)	Уорд (округ, Техас)
Lynn Comitatus	Линн (округ, Техас)
Wilbarger Comitatus	Уилбаргер (округ, Техас)
Crisis pecuniaria	Финансовый кризис
Sherman Comitatus (Texia)	Шерман (округ, Техас)
Roberts Comitatus (Texia)	Робертс (округ, Техас)
Fitou	Фиту
Pecos Comitatus	Пекос (округ, Техас)
Winkler Comitatus	Уинклер (округ, Техас)
Willacy Comitatus	Уилласи (округ, Техас)
Heteropoda maxima	Heteropoda maxima
Stephens Comitatus (Texia)	Стивенс (округ, Техас)
Shackelford Comitatus	Шеклфорд (округ, Техас)
422 Berolina	(422) Беролина
736 Harvard	(736) Гарвард
600 Musa	(600) Муза
581 Tauntonia	(581) Таунтония
Ludi Pacifici	Тихоокеанские игры
Ahmedus I (sultanus Ottomanicus)	Ахмед I
690 Wratislavia	(690) Вратиславия
492 Gismonda	(492) Гизмонда
Erie Comitatus (Novum Eboracum)	Эри (округ, Нью-Йорк)
Ludovicus Rémy	Реми, Лоик
Otsego Comitatus (Novum Eboracum)	Отсего (округ, Нью-Йорк)
Clinton Comitatus (Novum Eboracum)	Клинтон (округ, Нью-Йорк)
Onondaga Comitatus	Онондага (округ, Нью-Йорк)
Cattaraugus Comitatus	Катарогас (округ, Нью-Йорк)
Hamilton Comitatus (Novum Eboracum)	Гамильтон (округ, Нью-Йорк)
Niagara Comitatus	Ниагара (округ, Нью-Йорк)
Essex Comitatus (Novum Eboracum)	Эссекс (округ, Нью-Йорк)
Genesee Comitatus (Novum Eboracum)	Дженеси (округ, Нью-Йорк)
Ontario Comitatus	Онтарио (округ, Нью-Йорк)
Insula Iuventutis	Хувентуд
Oneida Comitatus (Novum Eboracum)	Онайда (округ, Нью-Йорк)
Granma (provincia)	Гранма (провинция)
Chautauqua Comitatus (Novum Eboracum)	Чатоква (округ, Нью-Йорк)
Lewis Comitatus (Novum Eboracum)	Льюис (округ, Нью-Йорк)
Institutum Iuris Internationalis	Институт международного права
Monroe Comitatus (Novum Eboracum)	Монро (округ, Нью-Йорк)
Ploca	Плоче
Orleans Comitatus (Novum Eboracum)	Орлеанс (округ, Нью-Йорк)
Dutchess Comitatus	Датчесс (округ, Нью-Йорк)
Madison Comitatus (Novum Eboracum)	Мэдисон (округ, Нью-Йорк)
Cayuga Comitatus	Кайюга (округ, Нью-Йорк)
Columbia Comitatus (Novum Eboracum)	Колумбия (округ, Нью-Йорк)
Greene Comitatus (Novum Eboracum)	Грин (округ, Нью-Йорк)
Universitas Hiroshimaensis	Университет Хиросимы
Nocticolidae	Nocticolidae
Commissum Scientificum Humanitarium	Научно-гуманитарный комитет
Jefferson Comitatus (Novum Eboracum)	Джефферсон (округ, Нью-Йорк)
Amin Maalouf	Маалуф, Амин
Franklin Comitatus (Novum Eboracum)	Франклин (округ, Нью-Йорк)
Fulton Comitatus (Novum Eboracum)	Фултон (округ, Нью-Йорк)
Putnam Comitatus (Novum Eboracum)	Патнам (округ, Нью-Йорк)
Dodge (comitatus Georgiae)	Додж (округ, Джорджия)
St. Clair Comitatus (Michigania)	Сент-Клэр (округ, Мичиган)
Antibarium	Бар (Черногория)
Delaware Comitatus (Novum Eboracum)	Делавэр (округ, Нью-Йорк)
Columbia Comitatus (Georgia)	Колумбия (округ, Джорджия)
Macon Comitatus (Illinoesia)	Мейкон (округ, Иллинойс)
Abelardus L. Rodríguez	Родригес, Абелардо
Gallatin Comitatus (Illinoesia)	Галлатин (округ, Иллинойс)
Hamilton Comitatus (Illinoesia)	Гамильтон (округ, Иллинойс)
Union Comitatus (Mississippia)	Юнион (округ, Миссисипи)
Clarke Comitatus (Mississippia)	Кларк (округ, Миссисипи)
Bolivar Comitatus	Боливар (округ, Миссисипи)
Rosières-en-Santerre	Розьер-ан-Сантерр
Il Divo (pellicula)	Изумительный
Weston Comitatus	Вестон (округ, Вайоминг)
Walthall Comitatus	Уолтхолл (округ, Миссисипи)
Moreuil	Морёй
Kendall Comitatus (Texia)	Кендалл (округ, Техас)
Wichita Comitatus (Texia)	Уичита (округ, Техас)
Millennium 4 a.C.n.	4-е тысячелетие до н. э.
Dorothea Leuthard	Лойтхард, Дорис
Philomela	Филомела
Ioannes Rakitić	Ракитич, Иван
Arnus	Арно (река, впадает в Лигурийское море)
Insulae Chathamenses	Чатем (архипелаг)
Fridericus Zwicky	Цвикки, Фриц
Lapeer Comitatus	Лапир (округ, Мичиган)
Maria Bonaparte	Бонапарт, Мари
Lyons-la-Forêt	Лион-ла-Форе
Shiawassee Comitatus	Шайавасси (округ, Мичиган)
Maximilianus Frisch	Фриш, Макс
Thaddaeus Reichstein	Рейхштейн, Тадеуш
Guarnerius Arber	Арбер, Вернер
Eugenius Bleuler	Блейлер, Эйген
Paschalis Couchepin	Кушпен, Паскаль
Mauritius Leuenberger	Лойенбергер, Мориц
Adolphus Ogi	Оги, Адольф
Rudolphus Gnägi	Гнеги, Рудольф
Rogerius Bonvin	Бонвен, Роже
Otto Stich	Штих, Отто
Dakota Fanning	Фэннинг, Дакота
Maria Bernarda Bütler	Бютлер, Мария Бернарда
Gulielmus Ritschard	Ричард, Вилли
Ioannes Petrus Tschudi	Чуди, Ханс-Петер
Nicolaus de Flüe	Николай из Флюэ
Arnoldus Koller	Коллер, Арнольд
Ernestus Nobs	Нобс, Эрнст
Ernestus Wetter	Веттер, Эрнст
Alfredus Escher	Эшер, Альфред
Carolus Kobelt	Кобельт, Карл
Petrus Aubert	Обер, Пьер
Albertus Meyer	Мейер, Альберт
Gustavus Ador	Адор, Гюстав
World's Greatest Dad	Самый лучший папа
Curtius Furgler	Фурглер, Курт
Renatus Felber	Фельбер, Рене
Eduardus Müller	Мюллер, Эдуард
Ioannes Schaffner	Шафнер, Ханс
Gulielmus Spühler	Шпюлер, Вилли
Bernardus Fellay	Фелле, Бернар
Paulus Grüninger	Грюнингер, Пауль
Mauritius Bavaud	Баво, Морис
Turdus	Дрозды
Nicolaus Fuss maior	Фусс, Николай Иванович
Henricus Schwery	Швери, Анри
Iacobus Regius de Saint Arnaud	Леруа де Сент-Арно, Арман Жак Ашиль
Gilbertus Agustoni	Агустони, Джильберто
Lauba Lusatorum	Любань (Польша)
Lambertus Wilson	Вильсон, Ламбер
Ioannes Daniel Colladon	Колладон, Жан-Даниэль
Benno Gualterius Gut	Гут, Бенно Вальтер
Marcellus Pilet-Golaz	Пиле-Гола, Марсель
Carolus Journet	Журне, Шарль
Rudolphus Minger	Мингер, Рудольф
Antonius Anderledy	Андерледи, Антон
Samuel Schmid	Шмид, Самуэль
Zdravko Kuzmanović	Кузманович, Здравко
Fulvius Pelli	Пелли, Фульвио
Iohannes Georgius Zimmermann	Циммерман, Иоанн Георг
Iohannes Oporinus	Опорин, Иоганн
Millennium 5 a.C.n.	5-е тысячелетие до н. э.
Melchior Gioia	Джойя, Мельхиор
Achilles Baraguey d’Hilliers	Барагэ д’Илье, Луи Ашиль
Alfredus Cortot	Корто, Альфред
Alicia de Battenberg	Алиса Баттенберг
Fridericus Miescher	Мишер, Иоганн Фридрих
Theodorus Zwinger	Цвингер, Теодор
Ioachim Vadianus	Вадиан, Иоахим
Paschalina Bruderer	Брудерер, Паскаль
Ioannes Bourgknecht	Бургкнехт, Жан
Huldericus Wille	Вилле, Ульрих
Mont-Saint-Martin (Arduenna)	Мон-Сен-Мартен
Carolus Iacobus Burckhardt	Буркхардт, Карл Якоб
Oxidum silicii	Диоксид кремния
Robertus Guérin	Герен, Робер
Nicolaus Marr	Марр, Николай Яковлевич
Claudius Nobs	Нобс, Клод
Aqua Fundata	Аккуафондата
Castrum Acuti	Акуто
Ladislaus Postumus	Ладислав Постум
Albetum	Альвито
Castrum Sancti Laurentii	Амазено
Meinradus Inglin	Инглин, Майнрад
Anagnia	Ананьи
Aquinum	Аквино
1712 Angola	(1712) Ангола
Arx (Latium)	Арче
Idris I	Мухаммад Идрис ас-Сануси
Arnaria	Арнара
Erica Forster	Форстер-Ваннини, Эрика
Phonographum	Фонограф
S. Corinna Bille	Бий, Корина
Arpinum	Арпино
Atina (Latium)	Атина
Ausona Nova	Аузония
Bellus Mons (Latium)	Бельмонте-Кастелло
Baucum	Бовилле-Эрника
Broccum	Броккостелла
Campulum	Камполи-Аппенино
Frasne-le-Château	Фран-ле-Шато
Casale Attici	Казалаттико
Casalverium	Казалвиери
Cassinum	Кассино
Castrum Liris	Кастеллири
Iohannes Frobenius	Фробен, Иоганн
Marseilles-lès-Aubigny	Марсей-лез-Обиньи
